id,author_id,title,tags,likes,dislikes,views,reading_time,formatted
23,0,"MedStar Washington Potentially Affected By Bitcoin Ransomware","['bitcoin', 'details', 'center', 'computer', 'internet']","0","0","0",1.90,False
24,0,"CoinFest 2016: Uniting the World's Bitcoiners","['bitcoin', 'events', 'community', 'focused', 'startups']","0","0","0",1.96,False
25,0,"French Senate Will Debate on Bitcoin Regulation","['bitcoin', 'currency', 'money', 'digital', 'exchange']","0","0","0",0.56,False
26,0,"Bitcoin Wallets as Swiss Bank Accounts: The Developer's Perspective","['bitcoin', 'encryption', 'wallet', 'security', 'believe']","0","0","0",4.54,False
27,0,"Slice Labs raises $3.9M to insure on-demand workers when they're on the job","['insurance', 'uber', 'demand', 'offer', 'said']","0","0","0",1.26,False
28,0,"Enable the new Google Contacts for your users from the Admin console","['google', 'preview', 'users', 'feature', 'apps']","0","0","0",1.44,False
29,0,"Study Shows Women and Minorities Are Punished for Speaking Up About Workplace Diversity","['women', 'study', 'white', 'performance', 'found']","0","0","0",1.20,False
30,0,"Staying one step ahead at Pixar: An interview with Ed Catmull","['risk', 'people', 'going', 'think', 'want']","0","0","0",11.86,False
31,0,"IDEO founder David Kelley talks design, Steve Jobs, cancer, and the importance of empathy","['jobs', 'said', 'know', 'design', 'think']","0","0","0",4.43,False
32,0,"Robots are coming for your job","['human', 'data', 'pay', 'jobs', 'mining']","0","0","0",2.37,False
33,0,"Google's AI DeepMind Turns its Gaze to Hearthstone and Magic: The Gathering - IGN","['cards', 'card', 'code', 'generation', 'language']","0","0","0",1.22,False
34,0,"Bayesian machine learning","['model', 'data', 'machine learning', 'learning', 'machine']","0","0","0",6.31,False
35,0,"As Microsoft US's AI chatbot turns racist troll, Japan's won't shut up about anime and hay fever","['microsoft', 'artificial intelligence', 'artificial', 'intelligence', 'internet']","0","0","0",1.47,False
36,0,"Linux at 25: Q&A With Linus Torvalds","['linux', 'people', 'really', 'hardware', 'operating']","0","0","0",7.13,False
37,0,"DARPA Wants to Give Radio Waves AI to Stretch Bandwidth","['researchers', 'machine', 'artificial intelligence', 'artificial', 'plan']","0","0","0",1.32,False
38,0,"So your AI bot went haywire, should you care?","['ai', 'systems', 'choice', 'real', 'microsoft']","0","0","0",2.30,False
39,0,"Machine Learning as a Service: How Data Science Is Hitting the Masses","['data', 'machine learning', 'learning', 'machine', 'scientists']","0","0","0",4.74,False
40,0,"Innovate Finance Allows Bitfury to Join With Bitcoin","['bitcoin', 'fintech', 'members', 'blockchain', 'financial']","0","0","0",1.91,False
41,0,"Blockstream Among 10 New Firms to Join Hyperledger Blockchain Project - CoinDesk","['blockchain', 'project', 'startups', 'among', 'asset']","0","0","0",0.88,False
42,0,"The economic essentials of digital strategy","['digital', 'demand', 'customers', 'companies', 'opportunities']","0","0","0",13.32,False
43,0,"The incestuous relations among containers orchestration tools","['docker', 'container', 'kubernetes', 'run', 'top']","0","0","0",2.59,False
44,0,"Ã¢â‚¬â€¹Microsoft and Canonical partner to bring Ubuntu to Windows 10 | ZDNet","['windows', '10', 'microsoft', 'linux', 'run']","0","0","0",1.39,False
45,0,"Behind Facebook Messenger's plan to be an app platform","['messenger', 'messaging', 'apps', 'facebook', 'app']","0","0","0",3.04,False
46,0,"Google's Schmidt Says Computers Not a Threat to Humans or Jobs","['computers', 'ai', 'google', 'jobs', 'computer']","0","0","0",1.86,False
47,0,"LukeW | Obvious Always Wins","['mobile', 'app', 'parts', 'critical', 'requires']","0","0","0",0.99,False
48,0,"Facebook's New Mobile Test Framework Births Bottom Tab Bar Navigation Redesign For iOS 5, 6, & 7","['facebook', 'ios', 'app', 'testing', 'bar']","0","0","0",3.50,False
49,0,"Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design","['bar', 'pattern', 'screen', 'button', 'might']","0","0","0",4.45,False
50,0,"How to Avoid Building Bad Products with Rapid Validation - Lean Startup Co.","['conversation', 'app', 'products', 'user', 'feedback']","0","0","0",2.04,False
51,0,"5 open-source alternatives to Slack","['open source', 'slack', 'open', 'earlier', 'source']","0","0","0",0.94,False
52,0,"IAM best practice guides available now","['cloud', 'resource', 'level', 'resources', 'cloud platform']","0","0","0",1.64,False
53,0,"Google Showcases Its Cloud Efforts, Determined to Catch Up to Rivals","['google', 'cloud', 'said', 'software', 'service']","0","0","0",2.02,False
54,0,"Acquia's Dev Desktop - a Drupal server for beginners","['drupal', 'desktop', 'server', 'computer', 'files']","0","0","0",4.35,False
55,0,"Introducing the Google API Console","['api', 'figure', 'google', 'cloud', 'developers']","0","0","0",0.92,False
56,0,"Task management app Asana raises $50M at a $600M valuation led by YC's Sam Altman","['company', 'million', 'series', 'businesses', 'goals']","0","0","0",1.99,False
57,0,"Perfect Menu for Mobile Apps - UX Planet","['users', 'target', 'apps', 'mobile', 'user']","0","0","0",2.76,False
58,0,"Paragraphs","['drupal', 'module', 'field', 'add', 'text']","0","0","0",1.35,False
59,0,"Drupal How-To: Responsive or Adaptive Images? | Acquia","['drupal', 'images', 'image', 'module', 'solution']","0","0","0",4.53,False
60,0,"Top 10 contributing customers","['credits', 'drupal', 'issue', 'organizations', 'organization']","0","0","0",1.14,False
61,0,"Setting up Drupal Code Sniffer","['drupal', 'code', 'file', 'download', 'go']","0","0","0",1.87,False
62,0,"Bitcoin Mining, Ethereum Mining, Cloud Mining: 2016 Overview","['mining', 'cloud', 'bitcoin', 'ethereum', '2016']","0","0","0",3.99,False
63,0,"Stratumn is building a sort of Heroku for blockchain applications - The Bitcoin Channel","['blockchain', 'bitcoin', 'applications', 'transactions', 'wants']","0","0","0",0.59,False
64,0,"Wall Street Goes Big on Bitcoin Tech","['blockchain', 'tech', 'bank', 'bitcoin', 'big']","0","0","0",0.58,False
65,0,"Coin Center Opens Nominations for the 2016 Blockchain Awards - CoinDesk","['blockchain', 'currency', '2016', 'center', 'digital']","0","0","0",0.80,False
66,0,"Cognitive Services-Intelligence Applications | Microsoft Azure","['intelligence', 'language', 'processing', 'natural', 'applications']","0","0","0",0.54,False
67,0,"Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic","['cloud', 'google', 'cloud platform', 'google cloud', 'platform']","0","0","0",2.21,False
68,0,"Fooling The Machine","['white', 'research', 'says', 'networks', 'us']","0","0","0",3.18,False
69,0,"Spotify's Event Delivery - The Road to the Cloud (Part III)","['event', 'window', 'events', 'job', 'data']","0","0","0",5.50,False
70,0,"What's the Best Cloud? Probably GCP","['gcp', 'cloud', 'aws', 'technology', 'google']","0","0","0",22.28,False
71,0,"Microsoft Adds Ethereum to Windows Platform For Over 3 Million Developers - CoinDesk","['ethereum', 'microsoft', 'developers', 'said', 'blockchain']","0","0","0",3.04,False
72,0,"Google Cloud Platform for AWS Professionals","['cloud', 'compute', 'aws', 'google', 'google cloud']","0","0","0",21.55,False
73,0,"Fooling The Machine","['white', 'research', 'says', 'networks', 'us']","0","0","0",3.18,False
74,0,"Fooling The Machine","['white', 'research', 'says', 'networks', 'us']","0","0","0",3.18,False
75,0,"Fooling The Machine","['white', 'research', 'says', 'networks', 'us']","0","0","0",3.18,False
76,0,"Calculating and searching 500 billion digits of Pi","['local', 'instance', 'export', 'interface', 'compute']","0","0","0",1.75,False
77,0,"The Internet of Things","['data', 'information', 'internet', 'energy', 'systems']","0","0","0",8.32,False
78,0,"Apple launches Safari Technology Preview, a browser for developers including experimental web features","['preview', 'browser', 'apple', 'technology', 'web']","0","0","0",0.40,False
79,0,"Google Is Finally Redesigning Its Biggest Cash Cow: AdWords","['google', 'design', 'words', 'customers', 'across']","0","0","0",2.68,False
80,0,"Microsoft Build: the 10 most important announcements","['microsoft', 'windows', 'bots', 'apps', 'bot']","0","0","0",5.65,False
81,0,"Foxconn finalises Sharp takeover - BBC News","['deal', 'technology', 'display', 'would', 'said']","0","0","0",0.71,False
82,0,"Spotify chooses Google Cloud Platform to power data infrastructure","['cloud', 'google cloud', 'google', 'data', 'cloud platform']","0","0","0",1.99,False
83,0,"New blog from Dries: A "MAP" for accelerating Drupal 8 adoption","['drupal', 'modules', 'map', 'community', 'module']","0","0","0",1.05,False
84,0,"The Future of Pen: Windows Ink","['windows', '10', 'day', 'microsoft', 'customers']","0","0","0",1.40,False
85,0,"Windows 10 Anniversary SDK is bringing exciting opportunities to developers","['windows', 'apps', '10', 'build', 'developers']","0","0","0",4.18,False
86,0,"Microsoft HoloLens and Lowe's, working to redefine your next home renovation","['options', 'home', 'physical', 'customers', 'view']","0","0","0",1.94,False
87,0,"How We Migrated Data into Drupal from Four Different Sources Using the Migrate Module | Acquia","['data', 'drupal', 'method', 'module', 'site']","0","0","0",2.63,False
88,0,"Coder | Drupal.org","['drupal', 'code', 'practices', 'versions', 'command']","0","0","0",0.17,False
89,0,"Spotify Raises $1 Billion in Debt Financing","['deal', 'billion', 'group', 'clients', 'people']","0","0","0",0.23,False
90,0,"Introducing a new developer show "Machine Learning: Recipes for New Developers","['machine learning', 'learning', 'machine', 'developer', 'show']","0","0","0",0.60,False
91,0,"What Happens When You Combine Artificial Intelligence and Satellite Imagery","['data', 'facebook', 'companies', 'billion', 'says']","0","0","0",2.35,False
92,0,"Microsoft's new AI tools help developers build smart apps and bots","['bot', 'microsoft', 'ai', 'natural', 'intelligence']","0","0","0",2.10,False
93,0,"Developers can run Bash Shell and user-mode Ubuntu Linux binaries on Windows 10","['windows', 'linux', 'developer', 'run', 'tools']","0","0","0",2.06,False
94,0,"Solidity Available in Visual Studio - Ethereum Blog","['ethereum', 'microsoft', 'blockchain', 'studio', 'visual']","0","0","0",0.75,False
95,0,"DTCC and Digital Asset Holdings to Test Blockchain Solutions for the $2.6 Trillion Repo Market","['asset', 'digital', 'distributed', 'financial', 'technology']","0","0","0",2.71,False
96,0,"Governments vs Bitcoin: A Fight For Control","['bitcoin', 'currency', 'control', 'bank', 'china']","0","0","0",2.64,False
97,0,"Cashila Announces Convenient Buy and Sell Feature For Ethereum","['ethereum', 'bitcoin', 'buy', 'service', 'users']","0","0","0",2.36,False
98,0,"Bitit Launches to Solve Bitcoin Biggest Issues - Accessibility and Fraud","['bitcoin', 'buy', 'cards', '000', 'card']","0","0","0",2.24,False
99,0,"Growing Global Electricity Consumption Is Not Just Bitcoin's Fault","['bitcoin', 'mining', 'energy', 'hardware', 'total']","0","0","0",3.47,False
100,0,"EB124 - Rune Christensen: Maker Dao Ethereum's Decentralized Central Bank by Epicenter Bitcoin","['ethereum', 'insurance', 'markets', 'bank', 'bitcoin']","0","0","0",0.17,False
101,0,"Decentralized Options Exchange Etheropt Uses Automated Ethereum Smart Contract","['ethereum', 'exchange', 'platforms', 'options', 'currency']","0","0","0",1.41,False
102,0,"8 of the Sweetest Words for Candy","['word', 'color', 'words', 'came', 'used']","0","0","0",0.32,False
103,0,"Visual C++ for Linux Development","['linux', 'project', 'visual', 'iot', 'add']","0","0","0",3.42,False
104,0,"Microsoft: Windows Phone is not the place to do "new and exciting things" - MSPoweruser","['windows', 'microsoft', 'phone', '2016', 'customers']","0","0","0",1.15,False
105,0,"The 7 Coolest Virtual Reality Experiences Made with Hololens So Far","['reality', 'virtual', 'allows', 'technology', 'room']","0","0","0",1.47,False
106,0,"Amazon Widens Its Push-Button E-Commerce Horizons","['button', 'amazon', 'customers', 'said', 'products']","0","0","0",2.76,False
107,0,"Standing Under Your Code: The Seven Stages of Digital Transformation","['developers', 'developer', 'digital', 'businesses', 'industry']","0","0","0",1.80,False
108,0,"Containers are not VMs","['containers', 'docker', 'container', 'application', 'run']","0","0","0",2.88,False
109,0,"New blog from Dries: How should you decouple Drupal?","['drupal', 'javascript', 'content', 'node js', 'client']","0","0","0",2.73,False
110,0,"US Bank Regulator to Examine Distributed Ledgers in FinTech Framework Push - CoinDesk","['fintech', 'office', 'technology', 'innovation', 'blockchain']","0","0","0",0.78,False
111,0,"You Can Soon Pay For Everyday Items Using Just Bitcoin And a Mobile Phone","['bitcoin', 'pay', 'card', 'app', 'cards']","0","0","0",1.58,False
112,0,"Eyeing Volume, Asian Exchanges Add Support for Ether Trading - CoinDesk","['ethereum', 'digital', 'support', 'currency', 'interest']","0","0","0",1.45,False
113,0,"Practical End-to-End Testing with Protractor","['tests', 'test', 'testing', 'page', 'element']","0","0","0",8.86,False
114,0,"How Mature is Your Organization when it Comes to UX?","['organization', 'level', 'user', 'experience', 'organizations']","0","0","0",3.07,False
115,0,"Building A Better Workforce: 5 Talent Trends Worth Watching","['employees', 'management', 'organizations', 'people', 'business']","0","0","0",7.52,False
116,0,"The 17 equations that changed the world","['changed', 'book', 'context', 'human', 'world']","0","0","0",0.62,False
117,0,"Hotpatching a C Function on x86","['function', 'page', 'program', 'going', 'target']","0","0","0",3.46,False
118,0,"C/C++ extension for Visual Studio Code","['code', 'studio', 'visual', 'file', 'experience']","0","0","0",4.98,False
119,0,"April Fools - Introducing Gmail Mic Drop","['email', 'everyone', 'button', 'easier', 'last']","0","0","0",0.72,False
120,0,"Introducing Style Detection for Google Cloud Vision API","['style', 'vision', 'cloud', 'api', 'google cloud']","0","0","0",1.07,False
121,0,"Google shares data center security and design best practices","['data', 'center', 'security', 'operations', 'google']","0","0","0",3.78,False
122,0,"Snapchat shares security best practices for running on GCP","['resources', 'gcp', 'access', 'projects', 'company']","0","0","0",1.41,False
123,0,"No-Cost RHEL Developer Subscription now available","['red', 'linux', 'enterprise', 'developer', 'development']","0","0","0",1.57,False
124,0,"Google Cloud Datastore simplifies pricing, cuts cost dramatically for most use-cases","['pricing', 'per', 'costs', 'method', 'cloud']","0","0","0",2.05,False
125,0,"Announcing Docker Hub Classic","['docker', 'images', 'image', 'anyone', 'internet']","0","0","0",0.81,False
126,0,"Is the Internet of Things in Your Home? Or on Your Body? [INFOGRAPHIC]","['iot', 'companies', 'home', 'devices', 'article']","0","0","0",0.98,False
127,0,"Get your apps and games ready for space with Google Play | Android Developers Blog","['games', 'play', 'google', 'space', 'apps']","0","0","0",0.64,False
128,0,"How Indra Nooyi Turned Design Thinking Into Strategy: An Interview with PepsiCo's CEO","['design', 'products', 'consumers', 'product', 'women']","0","0","0",9.11,False
129,0,"Xamarin for Everyone","['studio', 'visual', 'insights', 'apps', 'microsoft']","0","0","0",2.44,False
130,0,"Your Docker Agenda for April","['docker', 'containers', 'talk', 'join', 'container']","0","0","0",12.77,False
131,0,"Slack raises $200m at $3.8b valuation for business messaging","['slack', 'capital', 'million', 'company', 'teams']","0","0","0",0.79,False
132,0,"Million-dollar babies","['ai', 'tech', 'research', 'university', 'machine learning']","0","0","0",3.41,False
133,0,"'Machine learning' is a revolution as big as the internet or personal computers","['machine learning', 'machine', 'learning', 'program', 'algorithm']","0","0","0",1.18,False
134,0,"How to grow your startup with no budget","['marketing', 'startup', 'company', 'testing', 'product']","0","0","0",2.92,False
135,0,"Building a high-throughput data science machine","['data science', 'data', 'science', 'scientists', 'organizations']","0","0","0",3.26,False
136,0,"The gig economy as a driver of innovation","['innovation', 'community', 'energy', 'co', 'manager']","0","0","0",2.08,False
137,0,"Deep learning will be huge - and here's who will dominate it","['ai', 'deep learning', 'deep', 'learning', 'startups']","0","0","0",3.14,False
138,0,"The inside story of how Amazon created Echo, the next billion dollar business no one saw coming","['amazon', 'music', 'team', 'voice', 'early']","0","0","0",5.30,False
139,0,"Chromebase for meetings makes video-conferencing personal and simple","['video', 'management', 'devices', 'device', 'easy']","0","0","0",1.59,False
140,0,"Microsoft is taking its cues from Facebook as it totally shakes up Office","['microsoft', 'office', 'facebook', 'data', 'automatically']","0","0","0",2.48,False
141,0,"How to approach machine learning as a non-technical person","['task', 'metrics', 'understand', 'technology', 'business']","0","0","0",2.80,False
142,0,"Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender","['support', 'previously', 'media', 'love', 'announced']","0","0","0",0.99,False
143,0,"Platforms are the real powerhouses in Silicon Valley's business landscape","['platforms', 'value', 'platform', 'store', 'building']","0","0","0",3.02,False
144,0,"2.3.0 Release Notes","['issue', 'query', 'log', 'node', 'check']","0","0","0",1.57,False
145,0,"Scanning hyperspace: how to tune machine learning models","['random', 'values', 'accuracy', 'search', 'model']","0","0","0",9.30,False
146,0,"This is the flying chainsaw drone you knew was coming","['taken', 'real', 'target', 'yes', 'make sure']","0","0","0",0.78,False
147,0,"A programming language for living cells","['language', 'programming', 'says', 'researchers', 'different']","0","0","0",2.50,False
148,0,"How Google's AI paved the way for the next generation of bots","['bots', 'google', 'apps', 'card', 'cards']","0","0","0",3.06,False
149,0,"How Machine Learning Will Change Our Relationship to Food","['system', 'attention', 'researchers', 'processing', 'probably']","0","0","0",1.54,False
150,0,"CoreOS's rkt Container Engine Hits 1.0","['container', 'docker', 'image', 'images', 'specs']","0","0","0",1.01,False
151,0,"Free online Game AI Classes - Apex Game Tools","['game', 'ai', 'online', 'free', 'session']","0","0","0",0.46,False
152,0,"R3 Blockchain Consortium Partners with Microsoft - CoinDesk","['microsoft', 'members', 'blockchain', 'tests', 'ibm']","0","0","0",1.22,False
153,0,"Panama Papers Scandal Shows How Bitcoin Could Stop Corruption","['bitcoin', 'address', 'fully', 'payments', 'could']","0","0","0",2.26,False
154,0,"Venture Capitalists Inject Nearly Half a Billion in Bitcoin","['bitcoin', 'blockchain', 'technology', 'startups', 'fintech']","0","0","0",1.62,False
155,0,"Bitcoin For A Tesla Model 3...Yes That Happened","['bitcoin', 'model', 'sales', 'maybe', 'account']","0","0","0",1.14,False
156,0,"Blockchain CEO's Business Advice on Bitcoin Startups","['bitcoin', 'startups', 'startup', 'blockchain', 'job']","0","0","0",1.66,False
157,0,"Ethereum and Bitcoin Are Market Leaders But Not Competitors","['ethereum', 'bitcoin', 'blockchain', 'currency', 'digital']","0","0","0",1.39,False
158,0,"Google Failure, Ethereum Leaps, ECB Giveout in Cointelegraph Daily Digest","['ethereum', 'bitcoin', 'customer', 'tool', 'google']","0","0","0",1.52,False
159,0,"Ethereum Partners with R3CEV on Lizardcoin, Bringing Together the Best of Centralized Finance and Blockchain Technology - Ethereum Blog","['ethereum', 'banks', 'blockchain', 'technology', 'accounts']","0","0","0",2.10,False
160,0,"Microsoft Continues to Embrace Ethereum & Bitcoin - Bitcoin News","['bitcoin', 'ethereum', 'microsoft', 'currency', 'blockchain']","0","0","0",1.87,False
161,0,"Netflix says Geography, Age, and Gender are Garbage for Predicting Taste","['someone', 'groups', 'data', 'content', 'almost']","0","0","0",1.02,False
162,0,"OpenBazaar is Open for Business","['trade', 'release', 'bitcoin', 'software', 'network']","0","0","0",1.29,False
163,0,"Slack and Uber's parting proves when apps unite, it isn't always a smooth ride","['slack', 'uber', 'chat', 'employees', 'game']","0","0","0",1.23,False
164,0,"Google Drive Is Scary-Smart at Searching Your Images","['drive', 'google', 'text', 'search', 'results']","0","0","0",0.59,False
165,0,"Running Kubernetes Locally via Docker","['docker', 'cluster', 'kubernetes', 'os', 'containers']","0","0","0",1.84,False
166,0,"How people using Slack to organise their grocery lists is helping it grow","['slack', 'people', 'said', 'email', 'lot']","0","0","0",2.23,False
167,0,"NASA gives away the data from an Earth-mapping spacecraft","['worth', 'wanted', 'data', 'away', 'previously']","0","0","0",0.31,False
168,0,"Google Cloud Datastore gets faster cross-platform API","['api', 'cloud', 'google cloud', 'client', 'google']","0","0","0",1.31,False
169,0,"Google Cloud collaborates with Kinvey for HIPAA-compliant mobile Backend-as-a-Service","['backend', 'data', 'enterprise', 'mobile', 'cloud']","0","0","0",2.03,False
170,0,"PostgreSQL Bloat: origins, monitoring and managing","['aws', 'session', 'test', 'id', 'table']","0","0","0",8.67,False
171,0,"Fileless Malware - A Behavioural Analysis Of Kovter Persistence","['process', 'system', 'string', 'key', 'script']","0","0","0",2.84,False
172,0,"Cello","['design', 'output', 'algorithms', 'function', 'science']","0","0","0",6.09,False
173,0,"Tetra Pak Cheese and Powder Systems acquires Laude","['products', 'hard', 'said', 'focus', 'systems']","0","0","0",1.07,False
174,0,"The Rise of the API-based SaaS","['api', 'product', 'based', 'pricing', 'solution']","0","0","0",5.33,False
175,0,"Australian Bitcoin Entrepreneur Launches Robo-Advice Platform","['bitcoin', 'financial', 'platform', 'future', 'fintech']","0","0","0",1.78,False
176,0,"Microsoft Strikes Partnership With Banks on Blockchain Tech","['microsoft', 'blockchain', 'banks', 'said', 'technology']","0","0","0",1.43,False
177,0,"Dries Buytaert","['site', 'content', 'module', 'drupal', 'modules']","0","0","0",4.17,False
178,0,"How Reporters Pulled Off the Panama Papers, the Biggest Leak in Whistleblower History","['documents', 'says', 'person', 'source', 'public']","0","0","0",5.15,False
179,0,"Auka brings Google Cloud-powered banking to Europe","['payments', 'banks', 'banking', 'mobile', 'google cloud']","0","0","0",1.28,False
180,0,"Microsoft's mobile problem may not be a problem at all","['windows', 'microsoft', 'mobile', 'position', 'phone']","0","0","0",2.31,False
181,0,"Google search now provides access to basic healthcare information in India","['information', 'google', 'health', 'search', 'access']","0","0","0",2.07,False
182,0,"Writing good code: how to reduce the cognitive load of your code","['code', 'good', 'names', 'possible', 'keep']","0","0","0",3.89,False
183,0,"Building a technical career path at Spotify","['organization', 'framework', 'wanted', 'company', 'group']","0","0","0",7.32,False
184,0,"Ikea ponders the future of retail with virtual reality pilot app","['reality', 'vr', 'virtual', 'customers', 'app']","0","0","0",0.88,False
185,0,"Chat app Kik launches a bot store and anyone can make bots for it","['bots', 'bot', 'chat', 'apps', 'users']","0","0","0",3.68,False
186,0,"Open Source Giant Red Hat Launches First Blockchain Initiative - CoinDesk","['red', 'blockchain', 'solutions', 'market', 'said']","0","0","0",2.50,False
187,0,"How to use Windows 10's Task View and virtual desktops","['windows', 'desktop', 'task', 'view', 'virtual']","0","0","0",3.70,False
188,0,"How to write a hypothesis","['test', 'page', 'insights', 'testing', 'results']","0","0","0",5.95,False
189,0,"I've got standards - which one do you want? [UPDATE 5 APRIL 2016]","['bank', 'payments', 'banks', 'global', 'blockchain']","0","0","0",4.99,False
190,0,"Mozilla Founder Unveils 'Brave Ledger' with Bitcoin Micropayments","['bitcoin', 'ad', 'users', 'browser', 'developers']","0","0","0",2.93,False
191,0,"IBM Watson is Working to Bring AI to the Blockchain - CoinDesk","['blockchain', 'ibm', 'devices', 'internet', 'device']","0","0","0",2.67,False
192,0,"Saving the World Through Crypto: The Humanitarian Blockchain","['blockchain', 'problems', 'global', 'world', 'technology']","0","0","0",3.60,False
193,0,"Proof of Individuality, the New-Age Security on Blockchain - NEWSBTC","['protocol', 'network', 'virtual', 'based', 'conference']","0","0","0",1.86,False
194,0,"Gold Backed Digix Raises Millions in Hours on Ethereum Blockchain Crowdsale","['ethereum', 'bar', 'asset', 'smart', 'physical']","0","0","0",2.98,False
195,0,"20 lines of code that will beat A/B testing every time","['button', 'click', 'choice', 'algorithm', 'choose']","0","0","0",3.86,False
196,0,"How To Avoid Equidistant HSV Colors","['color', 'space', 'lab', 'js', 'component']","0","0","0",3.40,False
197,0,"Nvidia announces a supercomputer aimed at deep learning and AI","['deep', 'deep learning', 'neural', 'data', 'cluster']","0","0","0",1.28,False
198,0,"The Future of Business is Design","['design', 'business', 'brand', 'customer', 'experience']","0","0","0",4.16,False
199,0,"New Trend Briefing from TrendWatching | THE FUTURE OF BETTERMENT","['people', 'self', 'search', 'future', 'health']","0","0","0",0.56,False
200,0,"Better together: New Microsoft integrations for easier collaboration","['office', 'files', 'microsoft', 'com', 'file']","0","0","0",1.46,False
201,0,"Sphero's BB-8 toy will now watch The Force Awakens with you","['feature', 'app', 'go', 'look', 'need']","0","0","0",0.75,False
202,0,"Managing ambient type definitions and dealing with the","['type', 'error', 'javascript', 'file', 'demo']","0","0","0",4.34,False
203,0,"State of Drupal 2016 survey | Dries Buytaert","['drupal', 'site', 'developers', 'module', 'minutes']","0","0","0",0.17,False
204,0,"5 Ways to Save Time During Research | Viget","['testing', 'research', 'hours', 'media', 'social']","0","0","0",2.94,False
205,0,"Here's How Google Makes Sure It (Almost) Never Goes Down","['google', 'percent', 'operations', 'software', 'says']","0","0","0",5.47,False
206,0,"Google and Rackspace co-develop open server architecture based on new IBM POWER9 hardware","['open', 'architecture', 'server', 'google', 'co']","0","0","0",0.73,False
207,0,"Google Cloud Platform: The smart person's guide - TechRepublic","['cloud', 'google', 'cloud platform', 'google cloud', 'platform']","0","0","0",4.88,False
208,0,"Startup aims to use machine learning to make mobile notifications good","['notifications', 'phone', 'much', 'could', 'servers']","0","0","0",2.39,False
